,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
Pgm3,2078.71,2573.49,1912.35,2289.66,2261.4,2163.56,2285.73
Dph7,358.487,431.435,354.871,395.309,486.642,414.766,666.468
Hdhd3,61.3394,126.006,77.3374,100.951,115.536,105.623,68.3238
Rrp15,545.886,566.908,579.256,504.22,494.367,483.985,602.653
Tpd52l2,1256.81,1405.25,1279.4,1389.61,1150.16,1137.03,1200.27
,489.346,564.361,563.101,599.955,1089.79,1073.72,821.068
Cops7a,726.285,732.601,686.734,746.027,797.456,850.704,999.997
Uqcrc1,1529.15,1982.07,1886.66,1839.73,1893.67,1814.31,2000.74
Gins1,458.209,457.296,467.28,472.133,576.34,578.009,481.006
Snf8,223.448,241.188,236.889,239.365,223.856,197.9,230.907
Ola1,4202.09,4797.35,4390.56,4771.28,3905.96,3621.66,4778.5
Carkd,1111.37,1243.24,1192.73,1268.77,1444.55,1369.54,1064.09
Nsfl1c,2826.02,3373.97,2833.03,2993.87,2507.31,2462.31,2326.97
Antxr1,7.03348,7.84022,7.44147,6.66936,31.4049,32.7735,18.7883
Nsun4,128.482,121.279,109.666,120.631,127.628,120.722,124.306
Cep97,129.712,153.414,114.207,132.758,114.752,118.297,102.092
Cmtm6,685.436,567.044,548.249,526.109,345.752,331.688,438.242
Med18,43.6025,50.8822,36.1142,46.0565,47.575,34.0009,29.4582
Mrpl55,348.776,413.216,405.15,352.03,444.124,538.914,518.957
Srfbp1,1255.12,1104.86,1299.55,1035.54,1212.84,1378.36,2305.57
Nde1,646.012,731,574.297,743.286,612.366,642.294,364.347
Sdhc,93.4707,86.9981,114.118,92.2617,72.3812,70.643,59.2482
Thumpd2,32.8321,44.4751,33.053,46.5152,38.2462,47.7694,44.3854
Med7,253.833,281.899,237.243,260.566,202.188,196.515,176.696
Tmem128,228.797,86.5979,280.815,117.12,246.766,245.595,405.241
Scrn1,1572.78,1633.75,1339.87,1491.7,1952.52,1829.4,1161.98
Gars,3827.26,4266.98,3239.79,3291.97,4817.81,4908.23,5032.6
Mtif3,158.398,168.063,181.419,170.344,142.22,142.211,206.453
Rab32,111.506,97.9143,141.993,116.47,820.472,970.767,421.452
Commd8,1222.35,1623.43,1321.46,1559.29,1477.86,1422.62,1264.75
Pdzd11,62.6824,75.8776,61.4241,64.2896,75.9235,71.4539,39.3232
Psmg3,283.777,346.166,226.456,310.223,285.411,292.345,282.653
Mxra7,1078.77,451.545,909.052,624.366,663.295,737.595,775.423
Aen,404.4,441.798,422.914,416.693,330.933,337.757,694.837
Utp11l,343.113,351.605,449.974,408.62,422.661,401.832,539.151
Mis18a,98.1955,136.243,99.4331,99.3837,91.6968,107.67,70.4786
Pcbd2,237.666,314.842,291.2,310.948,372.582,418.347,371.599
Rpl15,1462.28,1382.64,1697.55,1629.61,1570.69,1589.84,1471.16
Qrsl1,489.668,487.559,518.776,475.623,471.902,469.802,511.634
Bcs1l,307.37,322.78,321.016,311.965,454.443,478.471,615.762
Cdc37l1,29.0439,22.2623,28.014,27.8676,28.1943,28.5713,28.2187
Raet1e,822.378,838.013,1421.92,1563.65,1086.32,1064.18,982.121
Naalad2,0,2.13702,13.8784,11.0001,27.1776,27.0784,9.89767
Tomm40l,126.888,83.1227,138.04,113.579,198.787,181.559,284.535
Tsfm,582.168,663.588,498.145,485.957,625.003,684.276,731.751
Fopnl,88.6337,87.1424,98.249,93.7225,107.383,94.6422,71.5108
Polr3e,207.802,240.312,224.899,236.803,243.094,206.415,277.719
Vasn,353.463,319.023,293.723,266.256,296.027,330.436,175.266
Cmss1,484.335,403.143,513.103,520.57,841.026,903.363,1054.13
Skiv2l2,3752.03,3147.57,3888.81,3674.52,3883.56,3812.81,4402.45
Eral1,500.552,580.539,506.239,558.114,483.284,586.117,658.847
Cs,3054.01,3137.5,2585.36,2422.98,2945.35,3106.36,3397.78
Supt7l,10.5638,15.718,16.0751,20.0541,15.8019,14.5958,20.1394
Fbxl20,146.278,111.882,196.105,154.416,239.017,241.712,371.358
Acsl3,1920.56,826.985,2136.54,1236.47,3276.32,3643.87,2508.63
Tomm70a,4484.37,2549.38,4396.14,2914.34,5092,5371.92,7655.19
Rnf146,147.519,135.374,158.96,181.319,94.3151,100.433,101.281
Elp3,1528.83,1024.33,1493.51,1220.44,1125.85,1158.32,1595.73
Cep89,40.2051,36.2819,37.6681,32.2785,45.1221,48.411,21.4777
Pinx1,278.159,261.749,271.909,266.591,214.183,233.909,349.154
Tmem55a,746.28,777.405,621.243,653.894,552.161,632.059,513.147
Rps19,1945.1,2049.39,2107.46,2068.33,1917.37,1903.53,1695.19
Emc4,635.052,414.313,718.486,422.02,767.786,754.534,868.12
Ube2v1,3731.24,4125.11,3486.97,3812.29,2835.16,2671.04,2582.36
Nt5c3a,1059.14,1033.88,846.24,832.581,1482.75,1451.04,1295.19
Mpc2,459.442,415.212,534.638,447.312,596.277,597.195,1051.31
Ccdc47,767.525,415.578,923.55,566.244,866.459,913.373,1267.64
Ssbp3,170.109,170.659,185.676,201.772,138.63,136.005,117.911
Pdhb,1849,2241.22,2037.31,2158.84,1771.66,1735.32,2121.22
Acbd6,103.293,97.0071,96.7684,102.451,85.4159,80.4507,104.286
Mdm1,94.7341,67.1437,68.3949,70.7313,86.9849,48.9949,64.2857
Mms19,726.89,858.311,710.858,756.656,822.757,953.423,745.924
Mgrn1,80.1467,121.017,90.3656,94.7618,124.672,138.762,83.3899
Spc24,368.084,492.092,458.741,491.356,491.887,527.85,377.482
Apitd1,36.2649,21.7659,32.1897,27.262,27.3587,36.0475,34.5035
Arpin,443.661,485.384,441.55,459.205,513.937,603.712,1014.97
Srsf9,797.907,1043.42,1003.72,1132.8,893.594,1025.04,917.179
Pbdc1,1187.7,1383.06,1209.05,1570.45,1592.34,1471.03,1030.3
Rnf115,123.815,125.107,131.722,143.12,108.475,98.4355,86.7005
Trmt5,477.245,530.075,434.28,483.792,418.196,383.184,483.353
Mtpap,835.577,762.487,882.391,735,1054.34,1045.71,1211.07
Dimt1,624.609,376.951,671.816,499.265,655.798,697.674,802.176
Gtf2e1,359.554,396.896,313.82,343.131,292.177,317.211,256.995
Hnrnpm,7183.43,8091.94,7407.28,7713.9,7953.62,8017.95,6947.16
Lysmd1,22.1766,27.176,49.019,50.4979,16.1534,15.4817,46.1401
Ndc80,2278.32,2366.24,2305.91,2439.85,1970.07,2042.05,1840.86
Lman1,2638.86,1777.35,2790.71,2266.83,4244.36,4269.23,3118.3
Nkap,575.341,559.037,624.649,672.966,603.505,559.677,586.988
Rfc5,1332.93,1315.43,1383.99,1489.48,1639.75,1750.4,1568.99
Pgm1,4300.99,4168.64,3212.52,3723.26,2875.5,3065.75,2184.31
Mrps30,794.744,720.854,837.262,703.934,755.709,893.447,1145.22
Stx17,510.806,531.215,461.049,520.004,503.748,491.288,354.315
Wdsub1,98.4836,119.599,92.6826,101.14,114.927,110.941,85.9719
Mrto4,1413.4,1094.13,1496.15,1318.74,1031.1,958.147,1172.11
Rars,5268.72,4583.88,5925.36,5468.44,5770.96,5620.15,7505.26
Arl2,590.765,652.563,586.211,577.697,867.142,870.783,693.264
Ptms,784.97,971.705,582.596,737.697,1589.95,1481.17,769.726
Pex13,240.965,190.806,235.614,216.814,170.632,172.162,245.066
Oxct1,1962.61,2243.86,2358.71,2269.62,3529.81,3497.54,2869.71
Zbed3,295.157,335.336,306.199,332.512,424.795,397.667,325.615
Adck1,329.057,277.233,385.103,304.04,669.388,688.368,967.733
Armc10,475.389,267.31,494.229,331.182,375.273,394.797,663.898
Rnmt,2058.26,2040.86,2174.14,2074.36,2067.51,2063.06,2056.75
Exosc7,1162.98,1376.1,1262.85,1395.8,1174.92,1195.4,1216.93
Prpsap1,2005.91,1767.87,2006.64,1949.69,1951.92,2192.99,2285.21
Cdca7,68.1072,60.8004,79.078,89.7672,62.3297,71.665,81.9598
Cyc1,795.895,758.531,963.509,745.691,898.75,950.967,1311.75
Dynll2,499.75,536.73,493.781,574.74,722.102,700.694,424.988
Chaf1b,1754.86,1919.31,1756.16,1888.65,1842.5,1878.64,1583.82
Psrc1,192.848,179.493,202.43,183.09,200.887,196.594,226.081
Ift27,249.909,324.611,261.776,326.304,354.811,342.423,255.751
Mrpl45,953.429,1040.29,1091.94,1011.24,1038.45,1085.43,1264.45
Tars,6436.34,5483.14,7873.18,7533.58,7901.32,7894.14,11773.3
Ddx56,1396.76,1130.67,1464.6,1289.6,1253.73,1290.97,1438.44
Lsm12,809.492,914.924,802.653,873.292,780.74,708.401,652.816
Wdr89,266.979,250.47,240.754,250.977,304.152,312.719,346.079
Hint2,729.727,851.04,726.085,693.579,600.517,593.643,460.065
Nhp2l1,814.544,1176.31,916.325,1113.07,980.695,1006.24,1032.24
Dusp12,193.417,211.164,189.088,191.138,217.872,210.124,245.524
Ebag9,8.67136,6.50243,8.08454,7.77706,16.1308,17.0024,14.0731
Ppil1,1139.54,1292.95,1248.15,1232.54,1093.81,1086.62,1253.95
Mrpl52,507.658,458.303,549.88,434.861,521.249,512.28,630.197
Mthfs,109.424,121.35,143.346,145.581,111.376,123.598,148.268
Dnlz,237.554,282.55,254.846,260.497,248.142,245.291,230.605
Znf706,1787.82,1490.57,2216.19,1842.7,1704.78,1707.13,2047.8
Mrps25,449.108,495.928,506.595,497.299,586.515,550.069,559.855
Nudt14,482.174,537.627,384.646,398.944,545.496,495.855,608.044
Serpinb1a,4412.3,5484.25,2287.67,2512.02,1805.85,1717.79,1046.54
Ccdc167,84.2098,62.2884,95.8538,76.6092,118.315,128.073,138.957
Ints12,392.065,392.604,405.158,386.338,356.188,336.496,391.709
D10Jhu81e,1545.23,2037.96,1825.74,1978.24,2430.38,2421.56,2029.83
Fam96b,522.131,348.872,298.562,506.79,366.658,438.079,281.968
Syf2,71.7853,81.6683,98.6275,98.6029,70.2774,78.8184,71.5855
Cndp2,1443.11,1627.86,1500.09,1703.57,2175.55,2158.68,1217.47
Mrpl28,1335.28,1408.05,1398.12,1290.01,1311.11,1286,1604.68
Ube2c,815.316,947.011,685.859,747.045,590.604,579.286,484.653
Vps28,414.406,504.512,399.8,444.652,376.884,383.871,388.852
Rrp7a,818.083,881.517,915.917,922.737,917.575,867.147,1005.64
Tmed10,1609.85,1219.01,1888.05,1392.7,1863.88,2309.87,2906.96
Tbcb,995.132,1196.34,993.251,1078.35,1028.69,1001.13,870.339
Akt1s1,890.494,953.096,880.051,1034.73,751.467,738.222,969.185
Rab1b,686.285,491.002,683.2,532.082,849.797,841.825,838.516
Pmvk,439.506,446.557,392.794,415.168,363.488,357.303,231.368
Lrrc57,209.338,264,161.496,183.499,124.829,114.736,163.1
Ndufaf4,157.408,154.145,181.792,150.296,249.382,256.295,316.387
Get4,1193.54,1317.05,1316.43,1348.42,1189.99,1168.87,1469.08
Mrpl53,352.16,453.621,379.849,395.076,398.224,401.79,368.9
,164.347,179.373,130.054,136.978,225.427,205.257,181.752
Mrpl14,198.588,205.318,215.12,188.841,174.469,168.516,179.863
Necap2,1178.11,1307.03,1375.48,1545.45,1007.51,944.81,581.669
Sarnp,2035.97,2063.62,1934.2,1897.28,2156.12,2127.76,1991.24
Atp6v1f,413.888,558.267,449.135,472.899,421.633,405.383,405.022
,222.801,243.434,244.586,251.907,168.798,185.628,191.164
Chchd2,853.495,873.699,851.889,789.278,878.992,886.973,963.626
Lamtor5,346.895,352.456,406.461,620.118,390.821,408.766,427.959
Sec13,2442.79,2749.54,2219.04,2474.64,2914.55,2721,2250.99
Eef1e1,903.597,1253.96,779.378,1073.19,951.361,914.581,931.771
Fkbp11,1023.51,333.035,1226.41,552.502,1373.68,1490.7,2541.03
Mrpl21,1082.25,1122.31,1197.68,1142.07,1205.86,1186.52,1156.96
Mrpl13,1175.82,1311.49,1288.65,1202.26,1132.19,1112.16,1303.67
Kat8,111.627,85.4408,135.703,102.954,139.384,138.264,151.365
Chordc1,1439.62,1627.45,1465.62,1595.05,1423.32,1331.55,1473.16
Mphosph6,1187.5,1263.12,1210.32,1318.77,1183.56,1086.52,929.593
Dpm3,86.4001,53.502,95.0365,72.6434,117.315,130.48,186.754
Erp44,4457.74,4354.74,4900.68,4888.24,3922.88,3827.78,2824.23
Tmem126b,50.5319,45.1088,46.8348,48.9973,54.5525,39.5828,46.2216
Kti12,722.745,902.026,731.376,934.974,576.764,553.305,420.66
Rpl34,1168.68,961.767,1293.23,1130.36,1114.46,1185.69,1162.42
Nol3,1095.81,804.063,592.734,757.044,1007.57,1011.07,971.406
Fam173b,243.035,218.013,241.293,197.017,286.522,299.121,349.353
Cdkn2aipnl,169.351,263.469,247.544,250.601,217.789,214.267,177.575
Fam114a1,1579.67,1913.45,1427.38,1661,2849.95,2624.64,1434.84
Bcas2,1555.66,1850.39,1680.53,1944.71,1616.14,1592.9,1581.76
Trappc6b,332.445,290.7,237.475,381.625,244.41,269.471,272.785
Desi2,191.896,219.863,213.954,220.759,274.14,294.559,247.554
Saal1,403.672,460.918,392.614,434.343,492.151,451.931,433.383
Polr3h,209.035,257.47,197.505,230.548,174.457,161.756,163.641
Znf687,548.166,631.088,551.056,630.046,620.144,630.007,615.45
Toe1,1095.77,876.906,1110.97,1073,788.809,772.032,724.408
Dlst,1847.73,2038.92,1824.33,1962.52,2191.42,2201.75,2423.77
Synj2,1417.46,817.464,1580.27,1083.3,1217.1,1310.11,1816.6
Sp2,208.473,210.589,222.571,224.412,234.467,244.91,203.665
Fam111a,1065.47,579.445,1148.63,758.927,1546.42,1745.11,1513.05
Ube2v2,1494.02,1644.15,1250.85,1319.87,1346.54,1204.67,950.686
Dtna,632.851,598.855,471.688,536.633,209.672,197.124,145.216
Vps33a,1246.1,1294.34,1234.06,1345.12,1053.21,1013.07,1581.26
Urm1,650.008,422.538,359.602,553.317,341.821,355.046,316.534
Trmt44,82.3179,70.522,70.3887,74.7077,63.8833,61.5363,63.4032
,414.191,414.566,381.257,390.252,312.658,303.983,358.468
Aacs,1966.11,1967.43,2160.05,2274.04,2952.18,2790.22,2291.36
Coa3,178.683,178.54,180.991,131.227,243.341,266.747,375.491
Mrps33,253.023,280.192,307.062,273.207,318.545,270.162,275.549
Naa38,46.0695,49.4127,46.0042,57.2278,37.2958,40.2697,43.8429
Aar2,805.825,726.885,815.558,819.652,673.105,645.235,865.01
Coro7,833.855,941.518,719.308,838.577,1071.94,1009.75,788.061
Mfsd10,404.568,134.557,558.088,260.595,495.046,529.335,828.548
Mau2,354.929,359.961,386.039,403.107,406.755,391.9,419.966
Mlkl,2834.18,2095.6,2849.3,2571.54,3415.36,3307.93,3359.74
Mrpl19,851.654,946.419,978.597,888.123,883.868,854.831,1051.47
Acp1,1513,1784.9,1579.94,1747.06,1527.4,1410.61,1479.42
Snrnp48,20.8235,19.9645,22.2337,21.8456,20.4467,16.9213,17.6261
Ephx1,3218.01,1224.07,3516.62,1823.78,6518.91,7891.2,6591.43
Arl2bp,128.156,127.677,133.663,108.212,124.916,117.924,116.823
Rufy3,155.115,181.526,142.942,157.913,141.364,139.805,162.084
Ptplb,70.2334,18.5797,98.1949,44.0677,120.215,134.275,161.768
Ttpal,275.645,384.622,292.616,364.977,284.212,362.418,378.4
Atp5d,44.273,52.672,48.9251,50.659,59.9649,50.4086,48.5324
Stag1,1937.86,1449.81,2300.11,1836.74,2231.42,2269.65,2382.05
Stx11,36.3745,43.0851,32.0623,40.9834,35.4722,33.2652,27.484
Plgrkt,200.241,179.197,252.423,206.308,412.262,405.694,335.361
Pus10,1421.83,1583.77,1599.19,1750.62,1367.5,1400.04,1357.06
Gpn3,84.1138,92.0992,100.117,104.212,86.9875,97.2279,95.7599
Oxsm,435.908,510.623,504.409,497.682,48.1883,41.8055,51.9872
Polr3c,383.099,364.437,359.44,395.993,234.435,243.51,379.173
Iqcf3,133.535,118.582,112.686,111.257,108.923,97.852,66.9069
Sgms2,57.874,55.6846,48.7581,47.1374,29.6897,25.4308,40.5733
Eaf1,213.895,329.958,232.132,266.017,210.175,220.409,267.274
Tubgcp4,526.708,464.276,577.877,522.137,534.787,550.749,667.607
Rmi1,125.51,121.135,133,128.536,116.776,116.034,141.51
Exoc2,2448.52,2228.22,2246.3,2213.32,2533.44,2480.02,2372.99
Gcc1,233.088,276.377,195.482,236.349,296.845,297.897,275.506
Cul2,1857.22,1764.72,1857.15,1844.42,1854.39,1704.75,1784.36
Phf14,841.966,744.354,898.357,788.7,948.991,952.936,1108.32
Efhd1,3883.93,5139.96,2752.74,3318.89,883.692,862.671,470.609
Phf6,1447.07,1399.01,1597.54,1551.43,2393.55,2406.31,2053.24
Etnk1,657.824,595.494,526.969,503.565,664.535,637.564,464.61
Rabl3,29.4712,29.877,24.651,27.4186,25.611,18.5748,18.42
Agpat3,278.446,102.19,337.143,177.697,279.773,282.253,368.548
Sf3a3,2857.6,3222.13,2945.99,3244.95,2794.5,2650.68,2127.16
Wdr20,99.4559,90.2441,88.2366,105.192,73.1015,61.8533,90.5124
Cep83,124.086,122.857,106.836,113.033,96.6164,92.9305,92.6575
Atad1,1648.5,1056.81,1701.03,1299.41,1710.9,1907.1,3042.17
Cul5,1337.39,1081.64,1738.58,1671.21,1731.9,1706.98,1869.41
Syap1,2705.21,3160.31,2473.87,2705.25,3054.66,2860.25,2043.49
Gins2,260.443,311.927,263.033,291.078,316.987,332.076,223.975
Sec23b,2222.28,2312.5,2338.62,2418.19,1734.82,1606.38,2227.12
Sun1,1590.77,350.269,1968.19,817.08,2067.59,2252.58,2894.4
Rin2,62.9585,68.2967,59.6461,65.5314,123.108,119.136,160.111
Hspb11,734.913,675.598,681.132,691.549,626.031,602.882,500.137
Ccdc94,177.815,184.252,189.626,203.052,177.557,169.153,194.585
Ndufb8,391.258,378.431,545.084,417.797,248.416,253.787,547.573
Ndufv2,2848.41,3320.99,3380.52,3283.83,1890.06,1829.33,2001.07
Synj2bp,562.065,358.279,619.726,425.271,525.212,534.06,811.116
Ttc33,746.409,843.207,759.076,948.469,755.267,682.76,808.203
Fundc2,726.692,445.1,720.224,496.424,1185.34,1157.43,1405.89
Cers5,1356.58,375.767,1480.27,707.007,1300.36,1391.02,1888.53
Ppil3,257.02,250.743,268.618,282.432,236.902,216.613,241.166
Slc25a22,987.374,926.067,1065.74,921.071,1075.02,1064.12,1926.85
Ca13,819.445,1352.14,795.85,1399.1,847.154,1024.11,631.251
Drap1,452.318,515.688,515.634,520.537,405.134,418.136,455.555
Idh3a,1666.03,2110.89,1742.26,1838.72,1970.03,1868.24,1986.84
Mrrf,660.189,650.92,682.51,611.721,656.38,665.894,838.021
Nosip,856.993,1028.52,890.839,981.95,843.529,876.649,837.07
Tube1,34.7874,34.012,34.9972,43.738,38.479,33.9847,24.6516
Fam162a,197.974,172.811,177.989,131.859,286.368,375.917,223.102
Paip2,476.929,495.272,514.302,678.373,651.265,633.27,234.244
Msra,62.0628,67.7936,74.7889,90.9166,76.0756,79.7163,25.8927
Gbe1,767.427,735.283,592.657,604.715,750.451,713.51,509.82
Alkbh7,40.2164,52.9795,43.6056,42.865,38.8654,48.0944,48.4972
Nop56,3488.8,1089.74,3873.96,2205.19,3962.9,4367.89,6487.8
Rpap3,3673.08,4196.78,4017.33,4488.59,4364.25,4258.55,4865.6
Tmx2,308.276,95.7825,338.541,153.061,323.435,351.224,458.686
Pir,384.969,450.781,382.581,447.752,488,442.368,365.24
Nsmce1,1197.57,1462.12,1348.96,1447.87,1105.37,1081.12,1321.6
,1203.14,1235.16,1243.99,1311.76,1453.06,1371.41,1278.1
Mad2l2,189.286,200.297,139.281,161.478,135.708,125.859,133.035
Exosc8,943.326,1027.29,951.406,1046.32,919.748,862.979,883.818
Tmem206,17.8914,19.0649,19.1676,13.001,22.1451,31.1243,40.5268
Mrpl2,533.27,626.16,642.314,618.879,612.767,581.178,599.146
Haus5,1290.77,1277.27,1192.11,1301.27,944.697,954.969,744.685
Ppil2,1274.91,1444.48,1228.86,1416.38,1418.38,1355.98,1061.7
Armc1,519.73,455.107,477.448,445.727,324.055,290.89,448.782
Dus2,144.863,155.519,153.722,180.884,174.055,161.302,199.642
Acad8,1166.28,1311.31,1247.25,1289.57,1504.59,1445.64,1449.85
Gpx8,1376.94,516.636,2017.63,1072.37,2517.81,2663.81,3441.97
Ovca2,215.3,265.994,226.521,277.078,265.843,226.389,284.266
,136.651,140.805,132.471,169.965,116.314,101.59,106.818
Prps1,1076.53,1397.1,1167.81,1361.93,1221.53,1148.96,1081.16
RtcA,1956.43,2473.04,1818.59,2521.95,1775.5,1856.49,2247.83
Avpi1,30.7549,31.1601,33.8177,38.6008,35.9215,38.7282,52.837
Cox20,194.503,176.976,204.526,190.096,290.176,303.581,344.183
Ten1,66.7811,84.9145,78.1448,76.7584,77.172,63.4294,62.7637
Gid8,374.413,562.884,525.559,555.983,483.686,466.141,440.051
Polr2d,1827.37,958.289,1025.54,1401.85,866.749,874.104,623.546
Mrps9,1336.15,1495.08,1655.82,1497.54,1762.04,1868.79,2071.04
Mrpl30,688.989,653.092,809.021,650.076,722.759,755.504,949.443
Apmap,353.419,200.93,345.35,223.337,383.535,427.235,526.559
Iscu,642.213,689.388,700.621,640.878,472.485,468.306,406.135
Rpl22l1,382.084,272.792,812.893,712.654,563.132,529.132,456.102
Chmp5,1363.85,1529.79,1330.25,1414.13,996.4,982.106,740.884
Med8,677.596,768.697,687.193,784.955,623.047,584.195,522.147
Dusp3,1732.78,2042.21,1220.41,1357.4,561.455,568.603,663.312
Ggct,569.919,592.381,441.109,446.374,351.999,341.375,385.575
Nol7,147.796,164.89,167.822,162.545,156.558,167.106,162.119
Sapcd2,267.688,321.264,330.95,322.566,370.928,387.533,238.672
Ppa1,5951.39,6920.69,6467.38,7282.89,5242.3,4915.31,4875.69
Prorsd1,286.584,349.519,329.387,336.407,347.341,368.992,344.019
Rpl37,1608.86,1663.91,1617.31,1718.45,1491.74,1415.32,1296.3
Dnajb4,4180.96,4487.19,3632.26,3666.99,2691.8,2931.64,3284.45
Aplf,742.367,810.94,598.081,692.294,785.757,762.902,624.219
Mettl10,242.724,302.697,257.964,271.488,254.14,227.872,175.216
Uqcrb,1577.59,2077.25,2035.04,2050.01,1826.76,1874.71,1985.59
Actr6,174.528,159.778,146.263,166.113,152.025,138.072,199.45
Ppih,809.951,963.701,888.871,961.157,794.508,812.313,532.591
Timm50,1116.24,1154.09,1231.49,1045.37,1297.26,1353.77,1719.66
,20.7489,5.58562,17.5793,10.4821,9.897,13.4493,12.0394
U2af1,1376.1,1601.27,1507.44,1544.37,1423.81,1462.29,1453.58
Itpa,1347.92,1420.31,1274.9,1330.51,998.564,942.818,1419.65
Arpc5l,425.587,510.507,437.72,475.944,542.303,515.253,662.597
Chmp4b,2168.07,2803.51,2525.13,2593.17,1933.76,1751.08,1839.88
Ndufa11,91.2638,107.363,124.019,108.515,60.5842,66.9503,121.869
Fam210b,98.8531,84.1327,104.28,89.4217,107.858,95.1859,163.438
Jam3,138.942,131.139,130.19,134.984,182.647,178.493,92.0886
Ifi35,29.4256,38.9898,19.3764,27.2323,40.2204,34.3499,22.5423
Rpl4,8703.85,9737.93,8975.11,9599.62,8445.3,8519.28,7238.21
Alkbh4,108.822,107.15,125.922,135.137,119.967,132.642,177.708
Oma1,364.034,317.09,397.6,289.363,389.938,402.722,316.401
Ccdc91,1103.03,1347.48,825.008,928.134,1706.76,1772.96,1149.01
Rpl7l1,460.952,266.331,448.945,364.322,350.347,350.007,539.47
Phf10,1196.43,1315.36,1342.57,1353.23,1207.55,1181.36,1440.95
Eef1g,5959.59,5817.13,5260.3,5514.26,5706.26,5714.33,6438.64
Fam45a,1962.11,2058.27,2156.12,2274.47,2437.4,2110.78,2179.67
Mrpl17,66.5651,72.9054,67.6571,77.3991,73.4246,67.9263,88.5294
Gtf3c6,569.791,598.486,638.248,664.597,491.766,494.614,512.045
Arfgap3,2208.77,1756.43,1922.97,1810.91,1829.6,1861.66,1789.74
Rexo2,1757.69,1986.38,1755.15,1911.08,2099.6,2005.96,1768.95
Bola1,341.673,406.629,367.073,405.371,476.507,447.76,390.546
Fam3a,147.731,131.292,143.984,153.817,186.558,189.563,162.742
Gsdmdc1,682.113,699.516,833.321,997.723,1979.06,1939.67,1179.44
Tvp23b,268.484,204.109,223.595,220.966,324.743,307.129,236.126
Slirp,27.8752,29.3013,35.5961,34.0037,32.9379,31.626,37.0851
Snx5,2040.29,2451.17,1967.09,2382.67,2319.29,2208.04,1908.64
Hm13,1006.99,277.599,1177.52,534.99,1161.83,1267.62,1408.54
Hm13,33.8956,13.118,25.2806,15.9528,26.0141,37.1041,42.9525
Sec11c,45.1387,16.1184,60.3811,29.2313,61.9871,66.1934,34.0358
Psmd12,4455.75,4237.61,4403.75,4682.98,4482.18,4030.55,4764.3
Ociad2,147.556,142.584,72.1827,67.135,94.7736,98.8609,52.5488
Manbal,463.877,197.851,521.175,281.37,369.603,435.338,611.728
Ccdc124,1083.25,1017.96,1299.43,1168.45,1342.95,1262.54,1402.5
Cnot8,499.234,564.1,537.907,549.775,530.465,474.761,488.853
Tmem126a,218.871,154.623,202.112,196.698,290.203,289.408,462.672
Ing5,628.428,513.71,627.022,542.409,547.137,550.207,549.126
Ascc1,967.346,982.117,1088.2,1080.75,1125.78,1050.27,940.784
Atg101,94.0207,124.712,95.4108,105.913,68.7721,80.9823,94.5163
Gtf2e2,927.873,829.709,924.693,814.864,777.546,791.684,752.517
Ebna1bp2,1738.74,1845.04,1841.22,1860.62,1479.66,1412.02,1342.56
Atg7,1140.26,1152.22,917.863,931.611,1290.8,1259.58,1012.94
Loh12cr1,320.166,372.849,223.229,275.84,447.243,416.553,299.209
Isca1,73.1386,69.4897,70.243,58.121,70.9191,63.1071,55.8437
Llph,229.282,240.406,214.926,223.152,229.251,209.099,271.5
Spcs1,120.53,35.1311,149.019,63.4214,132.93,126.412,194.383
Gatm,6128.69,7297.92,5332.61,5185.37,3693.98,3718.74,3416.19
Mdp1,532.146,583.465,502.503,539.145,391.223,384.404,511.088
Hcfc2,554.128,476.655,568.319,551.964,492.766,491.935,544.753
Srxn1,116.006,140.751,161.303,180.176,137.371,118.01,173.619
,89.1678,86.1265,86.0615,80.0924,99.2369,83.6563,66.344
Usp12,194.23,144.095,164.644,166.588,175.863,176.33,201.713
Phospho2,55.8627,216.276,69.5806,63.6085,99.2457,194.111,92.46
Echdc1,636.18,765.156,717.349,860.856,844.924,802.365,429.647
Knstrn,1116.52,1324.02,1160.02,1245.62,1224.25,1176.28,940.48
Dda1,636.248,848.432,598.812,662.512,651.49,664.668,726.924
Ccdc101,24.536,25.6912,18.3888,23.7096,24.4753,16.4238,19.6458
Cir1,189.971,194.618,173.836,208.34,169.971,171.026,224.864
Ift43,489.987,560.838,523.38,637.745,609.063,537.02,450.759
Exosc1,12.9037,19.0142,15.691,19.767,17.3857,16.975,16.66
Ift22,521.607,611.948,593.24,683.047,605.512,587.807,514.565
Wdr83,74.8544,72.3507,73.2242,81.6259,66.864,66.9143,84.3402
Phpt1,1156.76,1561.05,1248.04,1359.57,1433.13,1441.43,1170.29
Tmem263,886.927,1094.41,890.203,1141.03,1325.83,1336.91,748.089
Asf1b,116.699,127.619,90.1849,131.929,118.39,107.411,63.7962
Dcps,2235.84,2655.03,2346.8,2661.04,2260.56,2091.32,1981.8
Gng12,955.813,746.347,648.528,569.74,1062.55,1177.85,873.473
Mrgbp,522.471,621.029,457.205,491.433,365.159,375.441,319.591
Trmu,11.6983,24.3125,14.2235,24.1593,13.8715,15.9897,21.4978
Cnpy3,615.558,391.3,497.605,468.798,553.658,538.605,405.024
Tmem38b,13.9194,7.32051,19.7067,9.32572,9.63393,14.7926,19.3035
